frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,0
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,2
55,2
56,3
57,3
58,3
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,0
74,0
75,0
76,0
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,2
92,3
93,3
94,3
95,3
96,4
97,4
98,4
99,4
100,4
101,5
102,5
103,5
104,5
105,5
106,5
107,5
108,5
109,0
110,0
111,0
112,0
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,2
128,2
129,3
130,3
131,3
132,4
133,4
134,4
135,4
136,4
137,5
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,2
165,2
166,3
167,3
168,3
169,3
170,4
171,4
172,4
173,4
174,4
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,0
184,0
185,0
186,0
187,0
188,0
189,-1
190,-1
191,-1
192,-1
193,-1
194,-1
195,-1
196,-1
197,-1
198,-1
199,-1
200,-1
201,-1
202,-1
203,-1
204,-1
205,-1
