frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,2
39,2
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,4
48,4
49,4
50,4
51,5
52,5
53,5
54,5
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,0
63,0
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,2
79,2
80,3
81,3
82,3
83,3
84,4
85,4
86,4
87,4
88,5
89,5
90,5
91,5
92,5
93,5
94,5
95,5
96,5
97,0
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,2
113,2
114,3
115,3
116,3
117,3
118,4
119,4
120,4
121,4
122,4
123,4
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,0
133,0
134,0
135,0
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,2
148,2
149,2
150,3
151,3
152,3
153,3
154,4
155,4
156,4
157,4
158,4
159,4
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,-1
175,-1
176,-1
177,-1
178,-1
179,-1
180,-1
181,-1
182,-1
183,-1
184,-1
