frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,3
37,3
38,3
39,3
40,3
41,4
42,4
43,4
44,4
45,5
46,5
47,5
48,5
49,5
50,5
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,2
71,2
72,3
73,3
74,3
75,4
76,4
77,4
78,4
79,4
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,0
88,0
89,0
90,0
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,2
104,3
105,3
106,3
107,3
108,3
109,4
110,4
111,4
112,4
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,0
121,0
122,0
123,0
124,0
125,0
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,2
139,2
140,3
141,3
142,3
143,4
144,4
145,4
146,4
147,4
148,5
149,5
150,5
151,5
152,5
153,5
154,5
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,2
173,2
174,2
175,-1
176,-1
177,-1
178,-1
179,-1
180,-1
181,-1
182,-1
183,-1
184,-1
185,-1
186,-1
187,-1
188,-1
