frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
85,2
85,3
86,3
87,3
88,3
89,3
90,3
91,3
91,4
92,4
93,4
94,4
95,4
96,4
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
104,0
105,0
106,0
107,0
108,0
109,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
119,2
120,2
121,2
121,3
122,3
123,3
124,3
125,3
126,3
127,3
127,4
128,4
129,4
130,4
131,4
132,4
133,4
133,5
134,5
135,5
136,5
137,5
138,5
139,5
140,5
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
158,2
159,2
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
166,4
167,4
168,4
169,4
170,4
171,4
172,4
173,4
173,5
174,5
175,5
176,5
177,5
178,5
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,-1
