frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
33,2
34,2
34,3
35,3
36,3
37,3
38,3
38,4
39,4
40,4
41,4
42,4
43,4
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
50,0
51,0
52,0
53,0
54,0
55,0
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
66,2
67,2
67,3
68,3
69,3
70,3
71,3
71,4
72,4
73,4
74,4
75,4
76,4
76,5
77,5
78,5
79,5
80,5
81,5
82,5
83,5
83,0
84,0
85,0
86,0
87,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
99,2
99,3
100,3
101,3
102,3
103,3
104,3
104,4
105,4
106,4
107,4
108,4
109,4
109,5
110,5
111,5
112,5
113,5
114,5
115,5
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,-1
