frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
51,0
52,0
53,0
54,0
55,0
56,0
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
38,4
39,4
40,4
41,4
42,4
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
51,5
85,0
86,0
87,0
88,0
89,0
67,2
68,2
68,3
69,3
70,3
71,3
72,3
73,3
73,4
74,4
75,4
76,4
77,4
78,4
78,5
79,5
80,5
81,5
82,5
83,5
84,5
85,5
117,0
118,0
119,0
120,0
121,0
122,0
100,2
101,2
102,2
102,3
103,3
104,3
105,3
106,3
106,4
107,4
108,4
109,4
110,4
111,4
111,5
112,5
113,5
114,5
115,5
116,5
117,5
152,0
153,0
154,0
155,0
156,0
157,0
133,2
134,2
134,3
135,3
136,3
137,3
138,3
139,3
139,4
140,4
141,4
142,4
143,4
144,4
144,5
145,5
146,5
147,5
148,5
149,5
150,5
151,5
152,5
153,-1
