frame_idx,label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
85,2
85,3
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
94,4
95,4
96,4
97,4
98,4
99,4
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,5
107,5
108,5
108,0
109,0
110,0
111,0
112,0
113,0
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
125,2
126,2
127,2
127,3
128,3
129,3
130,3
131,3
132,3
133,3
133,4
134,4
135,4
136,4
137,4
138,4
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,5
146,5
146,0
147,0
148,0
149,0
150,0
151,0
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
162,2
163,2
164,2
165,2
165,3
166,3
167,3
168,3
169,3
170,3
170,4
171,4
172,4
173,4
174,4
175,4
176,4
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
185,0
186,0
187,0
188,0
189,0
190,0
191,0
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
203,2
204,2
205,-1
